Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Phuentsholing,64571.13,64.57
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Rinchending,64651.59,64.65
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Pasakha,64705.23,64.71
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Chimakothi,65982.63,65.98
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Chubachu,66445.9,66.45
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Paro Shaba,66438.68,66.44
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Haa,67164.42,67.16
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Wangdue Zero Point,66705.12,66.71
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Beychu,66928.62,66.93
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Samtse Checkpost,64131.71,64.13
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Sipsoo,65719.21,65.72
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Pagli,64189.41,64.19
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Gedu,65572.64,65.57
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Mitsina,66615.72,66.62
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Khuruthang,66683.16,66.68
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Gasa,67951.11,67.95
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Dorokha,65376.46,65.38
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Langdru (Khasadrapchu),66293.92,66.29
